x,y,z
319,758,864
534,393,346
874,314,23
96,356,891
167,239,567
41,431,281
489,307,415
661,801,730
714,4,886
277,40,610
307,213,956
16,642,780
431,229,730
128,419,838
948,619,856
863,610,30
347,67,360
205,19,248
922,409,541
532,853,203
353,601,35
931,475,191
375,980,932
542,508,400
933,615,313
12,13,706
264,5,61
463,915,101
816,856,422
830,906,527
452,806,608
867,723,728
8,193,401
453,74,432
740,61,578
786,141,155
252,247,470
810,128,871
382,830,159
546,22,282
529,891,676
173,888,428
55,309,415
568,458,958
122,844,833
154,12,698
601,334,571
324,580,875
710,543,313
747,578,172
714,814,730
458,540,63
780,329,74
655,844,788
965,713,406
389,721,966
488,84,538
453,74,432
664,182,959
53,225,635
288,441,661
185,757,155
995,452,597
57,990,508
452,43,650
449,21,865
835,760,24
213,911,810
385,623,243
392,710,114
856,102,549
814,135,22
990,585,87
40,474,746
512,14,676
118,460,896
693,534,400
883,727,616
461,157,32
555,838,260
440,387,438
7,103,465
536,884,436
967,338,530
781,372,959
835,193,205
616,261,128
821,771,994
952,473,848
498,279,70
486,714,675
144,591,740
167,639,363
966,767,44
96,708,383
851,365,150
7,60,184
499,546,742
786,95,684
621,827,312
845,743,209
91,198,137
450,763,810
49,573,18
922,59,587
926,694,347
22,945,711
709,735,464
463,626,139
510,138,562
414,883,999
617,635,943
723,943,695
80,123,198
734,951,475
5,76,310
973,700,561
788,159,234
621,505,704
427,634,683
719,103,128
230,92,545
434,812,474
656,335,735
934,729,498
513,620,516
639,871,515
634,731,833
269,468,735
124,615,488
143,662,450
688,499,892
363,398,55
988,94,158
673,217,948
281,14,705
718,117,980
231,268,209
635,386,78
663,893,411
13,937,384
302,379,252
697,420,397
785,148,43
822,713,808
550,745,772
718,991,642
942,451,249
718,928,175
844,911,655
140,474,75
474,937,590
809,346,361
78,619,277
880,318,157
191,778,177
530,799,431
829,174,281
819,616,522
81,90,918
498,528,760
999,357,21
882,935,588
498,284,978
306,878,684
337,331,597
82,12,121
227,716,599
615,784,269
991,85,101
517,575,599
986,937,86
177,414,646
840,93,190
189,249,65
194,864,366
607,256,441
416,539,67
787,316,29
141,106,324
179,313,901
410,298,127
931,453,244
902,360,206
9,718,17
533,317,145
907,32,539
135,6,572
548,279,187
212,459,302
807,594,281
17,195,216
542,278,15
514,378,313
609,451,257
128,138,243
429,293,269
124,390,857
134,172,170
198,113,806
621,267,530
601,28,28
578,924,645
185,414,125
229,776,193
369,459,334
686,943,754
716,430,290
799,830,542
372,542,387
636,647,65
664,447,583
489,33,154
825,14,922
512,623,823
331,410,623
929,273,344
592,819,80
310,962,169
267,453,812
442,475,932
105,968,140
480,865,390
177,387,944
960,274,745
829,11,463
657,249,910
994,641,617
941,801,564
450,193,620
363,327,388
486,81,963
874,686,277
474,896,285
864,729,920
751,133,2
262,47,667
257,728,310
252,255,279
334,510,288
460,687,653
828,513,133
540,927,95
281,914,100
733,169,753
505,704,207
710,492,578
527,162,770
27,654,463
891,253,184
324,613,577
368,564,79
510,479,509
205,500,238
929,170,766
756,262,756
606,422,524
114,305,124
401,684,500
176,749,140
453,197,603
844,517,763
928,416,797
81,319,459
875,323,485
548,890,232
191,724,283
730,705,287
378,941,29
81,233,745
306,923,514
224,492,785
743,331,319
704,491,855
163,935,872
868,497,582
170,965,789
14,46,60
411,135,763
326,466,855
6,330,96
237,740,891
229,281,633
359,351,420
956,845,766
359,396,845
952,461,690
284,551,919
210,335,632
669,360,747
357,352,695
101,823,352
411,130,524
569,611,920
759,70,373
657,330,931
625,84,245
340,101,881
178,963,276
280,980,966
82,621,677
635,650,455
917,942,959
655,434,267
119,677,552
794,63,316
772,901,904
767,157,998
465,739,825
207,564,815
700,820,184
8,395,234
772,650,376
609,691,773
377,123,480
849,888,202
536,114,285
680,647,697
10,661,714
340,228,95
263,660,764
627,688,728
455,230,98
961,6,856
380,911,644
963,827,992
113,945,618
629,735,490
721,824,310
565,572,100
676,139,255
58,939,590
140,818,352
602,457,433
862,336,749
559,35,648
838,66,212
191,104,159
749,523,148
593,593,819
869,758,714
610,456,466
985,67,106
266,117,810
553,95,606
56,176,409
168,352,695
160,951,864
357,328,702
794,377,993
912,892,87
729,431,534
634,387,221
902,61,614
468,371,359
960,955,420
332,187,295
787,210,612
461,385,487
445,986,61
905,660,28
863,878,899
606,317,957
480,66,497
662,308,448
802,237,532
188,586,36
259,458,183
242,237,366
928,446,634
905,664,150
196,722,969
314,508,423
348,657,280
621,109,323
784,670,125
792,762,561
59,901,894
901,633,503
393,631,604
259,597,567
270,854,757
284,54,58
423,925,280
438,26,846
328,519,826
453,284,545
916,635,949
180,8,103
49,396,29
852,325,968
200,548,199
283,368,306
827,2,795
509,635,555
96,125,532
305,514,644
209,389,9
226,734,426
981,869,922
842,313,422
581,670,274
618,611,275
77,608,824
66,52,321
986,108,888
931,283,420
838,535,401
693,129,734
632,98,739
419,173,903
564,395,638
504,892,371
690,429,661
728,657,731
192,60,738
649,540,313
249,723,12
171,741,619
639,565,994
148,707,817
82,128,135
294,255,794
257,123,117
640,482,381
773,902,860
943,762,26
61,852,240
620,651,38
392,126,112
595,28,486
31,462,624
868,582,765
390,487,168
118,835,455
84,722,23
51,791,562
51,275,786
873,7,389
46,90,895
214,957,785
380,668,314
268,924,819
844,955,35
159,575,292
225,222,652
134,934,457
210,697,488
93,452,664
849,823,101
479,651,757
184,212,173
367,123,79
117,106,887
371,311,376
311,436,774
282,668,708
20,162,231
848,151,749
397,230,22
763,219,193
509,79,255
429,151,671
551,476,764
787,107,853
37,889,945
6,698,545
743,462,143
148,190,918
748,798,327
410,733,878
256,760,274
928,986,52
405,222,168
326,472,214
450,744,660
234,73,513
98,949,193
80,511,530
907,70,932
956,108,916
776,912,305
238,291,801
924,235,476
348,219,795
88,905,213
956,830,76
900,582,887
77,879,768
30,781,332
752,821,413
754,791,305
475,896,18
734,950,349
530,953,369
599,613,429
774,377,871
874,302,236
700,184,213
144,207,793
402,894,701
762,294,556
99,689,350
418,688,431
631,569,741
154,4,628
297,399,563
582,640,336
509,86,648
996,994,515
854,163,191
715,676,931
119,723,321
398,542,684
365,422,799
766,184,245
332,73,837
478,139,544
129,83,668
848,601,680
919,348,20
89,162,787
655,327,275
699,430,414
121,729,426
389,372,687
448,747,463
348,267,153
209,606,88
711,78,306
234,359,521
533,582,987
148,925,245
454,318,844
175,204,940
889,560,794
394,162,900
350,665,469
621,961,614
12,385,265
500,465,511
914,777,633
728,879,340
641,897,585
431,856,433
498,736,425
563,370,78
154,594,95
633,344,665
208,222,519
443,448,423
585,346,351
869,778,352
256,759,324
714,260,173
19,711,545
403,572,392
90,722,663
227,662,485
821,910,526
101,990,820
398,159,612
150,396,887
13,663,36
332,289,111
988,596,6
456,161,564
955,434,943
314,894,149
885,577,34
108,324,918
422,103,722
632,403,703
140,686,478
509,567,721
423,632,39
689,572,738
143,703,427
203,323,884
158,93,340
291,337,16
851,126,785
787,730,3
901,602,931
851,146,21
386,234,663
118,570,499
223,88,481
271,502,792
162,189,43
617,977,545
520,33,271
701,242,925
618,13,348
44,950,88
191,836,557
916,883,633
348,515,386
459,528,340
592,254,721
591,907,630
777,69,529
104,315,554
145,794,98
128,878,337
293,456,195
345,727,108
639,618,388
105,78,2
722,557,37
657,301,190
578,618,597
259,568,148
107,762,288
555,175,405
685,205,901
661,169,407
467,756,226
600,670,808
897,43,280
823,699,367
690,445,175
455,20,38
88,999,57
432,462,884
750,237,148
930,326,643
573,820,704
460,569,25
882,83,663
493,692,954
31,220,4
661,855,522
470,181,607
546,862,173
686,968,54
455,314,483
107,682,976
135,197,630
835,344,64
62,446,770
72,467,211
972,262,54
483,516,836
861,326,710
580,504,257
190,290,359
913,539,428
503,665,141
696,750,796
590,985,891
759,501,934
684,488,325
639,676,916
743,878,516
783,558,260
994,25,27
107,618,786
662,623,499
884,951,105
14,423,226
22,359,858
866,919,998
745,744,961
603,718,51
895,265,220
49,966,224
41,695,461
626,330,43
101,823,832
42,166,953
202,817,336
624,14,384
841,513,696
154,546,59
199,510,960
376,716,16
381,294,50
993,259,723
534,11,408
932,286,872
634,232,5
99,197,288
459,513,687
607,292,474
68,195,911
246,504,261
150,640,302
50,784,29
58,862,651
66,42,824
728,58,946
794,722,80
847,289,139
283,861,707
381,850,214
427,771,583
827,74,565
119,285,303
91,320,503
620,247,694
56,414,431
973,249,669
56,647,730
572,567,407
498,882,574
299,844,459
88,651,21
984,460,777
347,551,384
516,996,684
465,691,934
22,531,357
848,151,749
779,303,339
686,699,377
438,163,86
910,751,47
732,741,997
562,443,259
936,390,171
38,203,547
688,188,3
693,44,29
841,798,827
12,13,706
335,345,509
299,742,798
715,77,301
769,743,424
908,272,608
274,509,380
958,459,402
855,556,751
172,991,637
583,822,292
91,472,941
848,855,555
335,937,883
677,404,837
328,301,921
887,81,384
224,223,475
603,912,538
979,460,499
303,454,354
305,884,343
411,432,886
77,589,562
45,318,327
675,756,478
255,743,231
311,603,416
342,794,737
566,438,310
538,445,209
652,607,219
681,402,206
610,568,138
875,220,644
788,961,961
416,753,68
463,662,140
218,833,96
95,512,707
757,93,93
436,201,290
444,385,686
501,185,253
684,8,84
857,277,786
626,863,560
968,408,329
813,415,466
523,205,430
819,862,618
688,448,438
336,763,697
935,25,83
250,791,632
822,123,496
517,299,342
664,104,487
515,973,341
109,410,373
137,508,43
543,749,707
868,340,720
692,947,969
433,347,696
133,597,572
160,438,914
155,614,969
476,856,37
297,638,643
212,613,143
411,73,712
487,228,867
270,616,207
626,5,978
982,609,750
22,983,455
758,18,205
606,731,840
958,561,252
915,630,566
776,57,857
362,356,564
208,749,290
988,40,815
244,136,750
42,43,714
579,765,140
876,362,647
634,42,852
602,669,755
818,506,149
703,872,685
507,303,313
707,960,786
819,557,382
665,512,644
610,712,263
822,776,839
609,251,326
675,393,924
350,946,272
413,664,857
593,258,574
759,992,912
276,335,92
186,652,267
627,783,641
580,536,739
727,131,862
440,594,673
617,319,562
31,485,867
220,805,640
945,718,233
808,939,72
953,477,99
28,765,92
176,592,410
222,57,40
373,730,348
835,394,75
300,822,829
484,158,907
989,678,434
296,103,122
78,606,717
288,628,943
840,807,350
363,540,703
795,5,813
136,493,270
639,663,239
397,31,752
677,376,8
953,902,317
184,656,724
303,722,934
686,710,735
324,840,885
26,373,260
186,975,320
614,538,901
814,602,893
529,792,524
591,325,427
423,152,663
273,71,546
958,862,892
928,366,943
481,473,789
483,945,280
638,986,304
128,88,103
80,822,694
237,761,345
721,561,209
974,593,273
865,768,668
392,615,402
297,241,187
672,743,320
335,689,707
585,637,567
486,37,870
797,261,863
689,863,795
77,860,75
326,289,358
209,521,427
935,681,561
528,774,540
959,352,565
744,255,891
87,131,52
898,501,240
356,961,22
52,651,511
856,799,824
239,139,150
61,790,110
485,409,95
939,836,1
461,157,32
379,581,842
379,961,120
271,447,343
524,677,36
881,276,138
794,326,582
424,223,83
61,970,797
849,805,696
847,678,615
659,701,33
891,892,640
86,744,429
758,788,774
383,861,398
179,889,884
432,189,631
57,359,421
571,227,785
477,992,235
175,220,629
628,665,796
207,913,277
226,550,371
691,369,345
572,162,383
828,444,284
597,688,667
848,273,400
551,385,752
648,700,443
625,277,154
568,790,627
891,98,821
263,315,559
803,349,149
534,32,915
710,492,578
183,5,824
986,452,363
770,587,205
430,231,550
845,395,97
906,228,972
430,209,625
699,736,781
236,567,85
128,161,759
750,112,195
883,883,59
636,736,662
794,784,578
175,32,211
983,33,476
582,549,719
335,368,543
806,895,973
875,556,368
418,554,459
575,377,833
569,537,917
232,132,980
109,816,380
31,87,84
304,417,972
745,744,961
519,860,248
220,277,403
396,953,970
189,904,643
554,112,900
51,812,983
646,962,84
985,792,512
460,983,213
74,347,811
559,386,621
331,157,452
81,234,239
695,386,468
144,895,12
978,202,648
272,568,537
974,687,704
384,950,323
900,897,956
324,689,536
567,854,844
295,999,391
351,464,200
23,332,143
210,737,161
67,131,629
519,106,860
891,604,829
283,865,237
231,41,586
838,269,362
890,716,331
225,17,205
417,881,417
145,70,776
710,699,23
704,724,326
285,340,30
517,990,489
114,534,298
370,430,394
548,668,527
37,701,319
653,823,228
589,729,648
377,790,376
369,4,134
312,951,991
636,462,995
204,739,353
215,792,87
432,969,956
364,489,723
787,429,470
783,970,961
467,846,43
143,822,860
773,626,189
970,218,362
296,248,145
572,509,234
490,333,739
389,639,199
591,253,113
207,284,730
467,852,806
624,932,165
335,580,575
381,258,81
668,325,526
251,814,211
945,898,286
162,289,726
263,500,47
687,105,920
912,352,445
435,958,514
489,960,533
236,649,347
633,150,827
88,576,980
191,568,503
402,891,550
19,219,861
735,410,745
741,656,740
437,778,526
341,191,598
597,558,659
885,898,484
182,26,791
625,380,421
522,661,987
645,574,802
994,50,484
248,980,63
112,17,754
718,641,553
547,121,190
122,167,527
775,851,162
455,583,572
40,332,928
751,900,194
199,683,101
615,276,185
543,390,892
576,233,768
466,22,952
743,807,602
861,765,787
162,153,217
335,524,126
973,816,215
711,119,188
24,619,797
345,458,735
764,814,903
662,125,868
848,712,719
699,155,851
576,945,92
720,847,33
750,992,555
334,580,50
102,198,461
159,980,83
638,769,643
242,362,622
3,545,633
505,362,673
920,179,166
66,902,721
547,107,629
170,708,37
383,86,434
78,369,179
887,103,748
51,958,212
755,288,496
275,778,242
213,151,499
483,708,807
360,85,794
973,481,772
675,264,851
277,351,354
181,917,571
531,40,264
312,819,145
278,443,114
769,601,26
446,856,709
9,29,14
811,488,608
131,754,560
795,731,727
652,772,245
450,900,628
995,444,363
831,325,627
565,636,788
893,145,517
735,279,235
174,569,752
683,510,609
184,249,424
106,880,130
146,301,224
829,269,61
511,673,996
358,582,983
745,569,74
491,912,291
944,152,189
230,158,352
521,442,605
261,793,770
621,880,803
780,612,859
693,935,575
540,856,418
207,722,307
677,989,78
342,624,517
888,793,173
453,155,251
338,108,964
76,200,835
646,442,221
558,542,698
375,164,586
332,870,84
225,772,558
888,661,560
488,145,271
294,960,233
596,118,252
943,31,45
568,579,3
738,501,177
190,963,104
100,198,994
233,509,203
796,620,737
411,932,479
762,76,806
806,778,798
185,428,905
340,772,449
916,984,112
270,268,148
565,871,490
759,256,761
184,492,684
680,743,810
805,283,889
1,624,371
199,567,738
671,811,97
762,795,594
611,136,867
118,465,687
467,511,273
551,121,952
740,322,810
738,550,113
824,171,289
633,764,798
165,894,53
783,551,959
489,821,53
572,270,476
677,232,612
573,180,607
825,177,236
173,473,767
304,782,451
36,446,411
231,27,23
806,433,675
995,646,20
748,830,487
105,605,148
406,392,888
514,367,781
234,743,714
834,979,481
525,925,104
507,402,299
486,943,983
498,806,830
58,798,395
432,953,773
162,367,562
460,379,164
802,503,792
161,946,817
767,663,42
683,306,987
903,49,845
21,197,762
91,472,941
752,558,105
68,798,991
636,595,518
86,672,724
799,345,643
708,886,923
340,305,690
265,810,395
50,421,643
87,819,369
174,142,236
249,752,296
989,959,178
457,98,977
550,712,343
615,550,623
558,363,454
118,129,844
242,596,968
984,11,766
690,287,667
792,212,289
536,580,697
528,929,39
387,429,597
821,315,619
294,710,594
372,4,587
732,490,313
762,216,917
693,505,559
435,110,490
487,40,928
139,155,588
920,5,484
951,907,433
194,395,659
377,603,571
359,347,548
156,989,173
949,682,575
6,53,684
798,122,606
941,54,778
636,490,886
774,622,427
993,499,791
130,541,280
144,625,982
319,444,78
510,449,110
146,137,639
762,610,166
590,340,901
243,86,906
908,306,753
849,18,332
783,259,22
765,102,828
193,423,367
671,417,689
272,939,497
76,369,15
1,665,131
729,923,486
75,427,656
679,101,799
329,56,971
787,241,361
708,405,674
297,450,280
594,261,456
729,202,887
24,535,563
140,615,721
585,65,863
461,551,946
231,871,824
349,584,55
199,525,15
872,706,664
627,60,864
523,473,139
993,944,593
754,841,728
755,765,324
600,229,848
89,962,41
812,127,329
263,836,209
311,174,249
240,631,715
152,859,200
636,180,121
160,660,643
200,764,832
158,900,213
391,884,961
175,383,572
721,842,9
523,221,644
285,725,800
239,490,642
636,950,659
340,574,637
377,145,211
584,294,510
591,516,67
885,420,497
411,245,895
60,733,954
684,95,192
236,248,715
820,931,327
398,472,986
459,985,311
932,113,355
28,607,708
365,672,319
482,371,124
967,950,827
972,950,215
129,90,583
773,445,886
896,221,244
336,108,425
891,376,918
628,996,261
169,756,6
636,412,959
611,653,366
67,898,54
249,993,508
314,441,778
861,200,550
502,869,2
514,225,91
14,556,954
693,193,54
281,142,568
376,948,297
351,267,301
912,160,952
596,103,184
833,417,924
48,412,260
801,540,328
997,569,324
827,792,393
470,255,609
923,522,752
191,863,304
217,22,216
466,887,527
383,178,668
939,218,881
224,99,420
479,114,920
887,13,560
981,479,451
866,473,241
701,629,764
7,114,547
143,491,859
341,596,926
306,674,589
267,102,416
499,411,899
65,431,770
583,129,181
982,387,194
678,481,77
680,457,421
76,460,976
874,855,174
706,99,172
186,570,202
405,60,303
859,773,48
169,429,992
328,372,794
27,825,517
830,561,936
81,976,353
918,585,53
348,585,51
324,684,542
37,491,12
104,384,771
107,286,938
434,447,11
164,332,855
205,613,218
926,75,878
162,214,237
288,827,89
269,37,249
779,956,316
317,926,682
926,738,989
567,139,267
762,857,538
750,626,69
357,458,613
399,104,233
907,234,402
835,164,928
505,55,657
743,462,143
948,628,5
203,70,785
267,580,29
811,564,896
528,171,888
693,351,619
58,5,834
861,499,375
96,378,475
975,355,95
553,70,435
925,222,573
922,715,620
155,343,505
854,163,191
13,399,269
822,671,83
323,616,437
321,382,103
528,849,143
718,928,59
633,702,639
508,246,656
855,421,411
716,987,268
836,282,425
708,209,769
808,780,772
31,776,594
983,732,205
622,137,178
346,374,191
923,494,740
259,701,63
925,12,664
946,535,609
788,974,677
541,818,505
533,802,222
585,872,899
611,42,671
259,819,269
816,737,223
858,85,401
407,311,825
640,730,370
650,516,269
964,630,833
190,394,875
591,314,809
734,543,957
914,787,108
801,312,569
550,706,651
865,343,690
993,300,868
113,264,992
662,110,55
835,428,722
45,704,202
694,653,612
91,906,948
845,646,214
821,177,184
25,56,38
769,196,228
787,893,968
641,335,688
854,558,487
959,389,647
666,562,758
752,726,686
949,543,58
352,771,253
85,114,487
23,555,1
7,785,139
701,39,800
499,861,298
476,751,116
840,684,317
970,280,567
145,948,824
493,983,735
615,181,458
906,893,203
12,203,675
564,155,852
586,192,798
924,825,921
653,532,501
193,774,985
754,95,332
885,661,350
603,33,485
989,774,907
594,171,210
907,252,903
100,715,285
951,485,350
978,262,924
180,218,393
222,900,147
15,267,733
181,745,706
338,317,126
563,548,108
881,30,263
82,72,819
2,782,72
350,758,526
900,683,9
512,514,586
764,960,522
554,822,666
478,531,272
963,2,658
1,454,420
263,200,477
204,964,595
58,455,335
720,653,138
830,181,529
863,575,125
57,979,125
907,76,98
947,790,743
632,468,312
397,450,18
364,767,279
289,859,348
543,113,708
336,839,591
701,111,527
205,411,263
526,203,651
275,282,980
22,661,340
964,470,662
381,241,365
788,782,816
398,211,641
278,18,998
63,653,755
440,79,117
290,707,417
665,428,272
166,726,566
716,778,73
233,638,360
772,207,971
1,586,931
558,447,805
269,71,226
852,671,928
487,816,23
453,868,602
710,655,799
721,916,814
12,304,369
424,320,446
7,114,547
605,656,980
85,984,407
413,714,270
995,619,462
240,853,863
736,715,293
681,494,272
883,347,274
691,555,282
187,762,319
465,417,942
96,589,352
41,344,804
757,310,254
4,466,522
364,489,723
78,261,365
248,522,707
964,189,260
29,370,698
728,422,558
679,553,271
933,721,645
190,383,453
140,128,265
746,306,316
443,577,466
370,182,43
352,80,615
762,155,953
771,293,870
211,536,896
141,150,670
120,478,23
975,260,584
399,507,622
890,586,761
966,984,617
957,242,794
103,955,826
663,890,619
201,957,207
59,155,408
528,492,953
535,828,868
913,145,516
298,387,66
10,563,32
730,524,67
240,45,487
453,669,788
54,441,264
152,486,192
145,733,251
995,562,538
174,546,121
395,474,482
818,120,606
371,432,238
468,255,834
255,494,269
313,407,633
340,945,23
283,820,920
300,94,308
779,865,168
927,687,13
283,106,840
819,336,25
669,1,932
910,289,607
228,759,802
439,247,8
903,99,961
589,288,734
7,277,310
431,184,179
687,389,683
349,830,581
885,166,544
180,198,334
485,509,801
117,7,68
42,872,893
252,889,914
978,143,946
920,775,26
203,385,487
307,485,6
569,8,320
355,303,176
582,937,647
181,918,590
325,997,132
251,467,827
924,86,370
977,449,404
43,593,9
407,741,863
616,563,802
627,448,712
493,317,642
987,32,933
866,928,830
907,70,932
985,90,22
321,317,748
337,14,427
595,976,65
196,700,926
414,704,389
781,514,846
790,365,816
497,92,422
656,859,148
718,167,611
513,948,89
118,268,344
471,491,962
138,101,812
744,918,574
960,851,284
464,72,28
718,380,93
468,362,134
803,749,608
413,348,619
818,723,502
12,987,399
90,803,890
81,663,334
897,855,663
43,550,523
404,615,474
967,338,530
954,624,876
268,148,634
123,806,832
721,934,620
372,36,908
299,355,406
825,721,225
567,104,800
658,697,46
761,902,97
421,725,11
240,142,415
348,922,769
277,920,753
52,276,989
201,434,583
605,587,763
454,141,942
804,369,846
422,761,800
131,675,218
468,900,283
19,920,926
527,978,28
326,730,578
575,508,786
240,857,793
955,364,21
659,477,190
497,547,87
700,160,696
902,706,256
567,522,80
176,174,802
148,532,937
607,413,624
283,716,438
123,96,956
148,709,391
33,812,356
233,97,833
94,368,66
620,268,195
753,324,395
179,187,878
922,952,528
25,154,481
581,191,580
94,835,348
723,837,38
876,369,488
108,986,692
877,603,121
787,438,958
618,901,226
465,377,442
669,527,936
701,657,186
876,434,240
382,359,192
255,946,32
402,597,668
530,681,952
636,458,287
533,486,307
44,133,899
718,343,361
572,316,254
554,606,852
153,451,67
62,29,649
5,800,526
529,496,703
585,110,901
45,834,162
71,628,99
781,255,828
335,447,412
987,955,412
148,715,943
61,247,715
996,205,292
273,208,843
571,413,12
340,152,745
347,836,436
207,38,463
361,275,565
218,513,40
847,402,313
127,565,373
621,797,187
392,188,227
865,889,463
28,882,255
540,328,92
408,103,210
71,545,184
946,246,783
729,591,438
685,749,64
137,358,661
527,838,301
216,605,354
644,310,982
938,701,990
724,958,245
868,124,150
757,418,652
982,839,327
270,52,145
139,116,787
950,146,364
593,333,587
559,875,224
576,643,508
943,862,743
948,892,872
268,365,367
160,676,327
679,251,606
763,315,447
234,871,715
904,882,287
235,968,400
851,118,109
338,857,684
348,621,795
576,643,508
361,525,618
911,462,965
89,939,839
432,458,762
502,38,511
136,869,253
481,910,143
30,456,353
288,597,236
510,691,836
703,772,525
730,949,201
928,12,677
473,716,70
565,455,364
374,459,467
312,819,145
413,934,575
161,939,853
201,445,592
897,929,850
123,817,698
698,732,204
322,876,371
440,841,279
853,884,93
470,259,935
568,339,597
253,275,602
317,758,351
970,520,650
496,617,40
230,567,201
813,957,457
534,633,790
133,769,97
675,267,937
307,305,257
993,585,239
641,314,593
61,893,955
850,403,755
132,751,358
533,754,791
631,804,575
724,364,229
902,577,303
25,792,523
536,142,42
729,428,294
853,888,718
801,767,143
9,664,85
163,776,40
983,346,515
97,692,706
77,459,278
573,253,163
288,3,655
801,744,393
914,843,149
425,798,172
760,953,147
626,513,14
945,437,220
98,324,77
925,802,525
974,817,557
133,564,372
231,805,317
749,889,256
772,199,570
536,480,138
394,392,329
403,202,42
519,104,975
315,746,428
693,786,17
492,64,741
841,251,442
590,340,901
661,933,199
796,130,129
700,616,396
334,102,835
463,979,567
527,21,463
73,651,665
662,427,296
520,964,448
332,922,419
354,231,811
821,557,709
700,333,390
884,26,464
859,358,588
985,99,781
246,15,420
41,100,481
665,632,674
958,307,355
894,274,892
547,73,93
106,909,541
456,319,561
323,878,175
11,358,251
620,769,293
999,850,510
205,778,129
982,498,305
919,193,785
836,190,24
914,941,295
105,389,15
911,580,155
338,421,141
70,344,488
205,856,465
418,654,511
801,268,531
553,981,248
796,661,758
509,998,26
301,521,555
164,944,928
171,60,107
202,661,521
459,831,281
509,434,726
445,448,85
926,82,829
673,986,819
601,409,835
855,350,440
105,354,965
131,846,803
319,618,137
187,960,197
697,39,405
599,305,953
16,50,475
507,753,362
560,977,986
896,159,171
670,250,686
242,884,501
653,201,513
630,628,423
474,864,680
611,607,862
512,366,769
410,83,210
599,922,517
668,484,65
630,346,451
225,930,153
122,126,791
422,949,120
948,872,92
134,453,678
670,496,465
36,201,912
797,631,79
300,809,507
627,918,921
960,676,612
271,540,232
142,934,98
753,429,934
547,856,800
684,70,2
978,120,25
697,443,274
23,29,863
756,863,797
471,348,959
346,688,115
806,692,409
208,68,151
636,305,919
495,546,347
281,109,102
108,436,40
481,834,672
575,415,558
872,67,184
389,817,30
877,733,140
703,441,9
808,578,622
190,290,359
848,197,136
525,289,702
786,993,400
253,757,933
498,138,13
351,257,772
488,947,728
153,570,254
281,270,189
535,430,492
102,40,988
556,203,610
16,833,925
29,658,532
162,950,709
231,882,727
607,846,158
846,959,724
686,264,277
769,647,530
567,198,923
213,374,244
320,487,152
50,778,745
682,604,524
449,469,549
428,417,770
624,349,236
109,376,751
796,605,433
822,498,97
827,761,450
715,533,880
507,537,39
429,676,15
522,10,982
561,621,630
675,401,907
793,451,514
355,481,403
324,777,440
332,450,659
539,424,573
438,163,86
331,400,552
408,486,589
815,409,332
72,189,195
449,485,262
928,701,282
985,895,436
305,197,675
213,310,590
517,335,56
683,750,990
459,513,687
851,606,740
10,409,129
872,721,807
103,185,826
803,860,97
240,965,697
904,419,981
671,473,127
704,470,414
532,12,400
667,956,777
644,345,701
723,607,834
141,6,684
475,349,496
394,118,753
368,725,593
898,683,978
558,472,599
97,124,687
886,243,907
402,923,848
772,501,157
168,684,644
852,885,615
266,89,441
318,620,214
699,985,309
426,388,355
194,693,482
288,407,549
31,131,254
498,952,368
354,431,746
218,81,643
514,365,406
64,712,302
447,950,155
929,722,156
762,46,749
484,403,907
499,356,716
874,399,847
502,354,960
521,241,980
714,260,173
845,218,800
716,475,578
743,45,856
743,601,924
420,729,897
422,465,836
721,104,817
776,984,353
55,668,954
191,163,252
907,84,940
410,618,959
826,913,224
901,711,979
944,372,892
752,554,542
341,141,529
542,171,536
636,588,762
421,729,846
132,375,145
114,51,94
677,28,488
510,999,954
58,889,26
6,581,384
109,642,531
683,512,45
401,614,384
978,53,919
231,795,714
751,197,951
24,605,924
774,992,183
650,206,327
165,937,453
880,947,912
220,155,348
167,883,63
144,468,761
940,596,116
527,973,105
421,349,862
379,961,120
587,11,874
543,39,390
311,408,452
430,616,808
275,737,123
942,388,202
768,7,283
697,949,707
251,475,125
120,662,983
505,312,568
510,224,743
503,676,450
677,975,472
93,528,78
473,16,573
79,232,208
260,8,210
518,75,877
564,354,805
570,278,117
23,211,912
415,749,416
914,492,758
237,730,789
290,753,568
493,645,535
978,138,607
836,574,584
491,765,643
396,877,99
43,830,948
596,234,938
433,38,501
464,685,764
668,151,768
363,607,547
761,391,169
79,403,393
838,240,166
766,198,131
88,528,848
852,549,707
394,929,943
115,461,402
266,872,514
778,994,192
303,689,805
619,555,75
206,37,384
386,900,862
794,611,397
781,72,828
808,992,161
39,224,973
405,930,242
815,66,832
69,988,290
446,266,173
817,202,365
601,859,835
814,808,125
911,738,63
525,885,990
705,957,537
326,169,162
670,681,988
895,653,670
276,584,155
351,203,503
415,952,878
885,491,737
272,11,163
504,33,928
832,929,911
934,606,281
222,114,726
45,799,306
62,198,783
268,343,171
65,416,912
420,147,75
255,623,657
393,776,285
974,50,100
894,623,336
433,953,64
46,685,779
503,684,300
952,650,376
178,483,534
671,377,428
261,773,971
869,595,657
223,536,658
214,235,939
175,831,504
827,509,72
244,963,273
480,324,263
605,779,838
582,951,940
232,925,812
207,135,893
380,618,940
443,364,983
711,245,215
822,489,550
992,944,914
826,189,999
618,955,215
103,518,377
40,401,157
551,546,147
511,903,199
698,89,887
998,363,183
245,285,81
872,902,767
421,886,998
